Rank,Athlete,Year,Team,Time,Distance,Points,Meet,Meet Date,Wind,Event,Conference,Gender,Event_ID
5,"Coyle, Matthew",SO-2,Carnegie Mellon,14:42,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
6,"Hsu, Jacob",JR-3,Carnegie Mellon,14:46,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
7,"McCann, Michael",FR-1,Marywood,14:46,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
8,"Larson, Jonas",SO-2,Johns Hopkins,14:47,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
9,"Leblond, Emmanuel",FR-1,Johns Hopkins,14:47,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
10,"Bowers, Nathan",SR-4,Nazareth,14:51,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
11,"Woodward, Ben",SR-4,Rowan,14:51,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
12,"Podnar, Ryan",FR-1,Carnegie Mellon,14:52,,,Westminster Invitational 2023,8-Apr-23,,5000 Meters,AARTFC,Men,11
13,"Harrell, Andrew",SR-4,Hamilton,14:53,,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,,5000 Meters,AARTFC,Men,11
14,"Lyndaker, Nicholas",FR-1,St. Lawrence,14:53,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
15,"Baronski, Jack",SO-2,Marywood,14:53,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
15,"Murphy, Charlie",JR-3,Carnegie Mellon,14:53,,,Westminster Invitational 2023,8-Apr-23,,5000 Meters,AARTFC,Men,11
17,"Bingham, Aleksei",SR-4,RIT,14:53,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
18,"Thalheimer, Bryce",JR-3,Johns Hopkins,14:53,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
19,"Bond, Michael",SR-4,TCNJ,14:55,,,Larry Ellis Invitational 2023,14-Apr-23,,5000 Meters,AARTFC,Men,11
20,"Bauman, Nick",JR-3,SUNY Geneseo,14:56,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Men,11
21,"Zainul, Mubeen",FR-1,NYU,14:57,,,Mets Outdoor Track & Field Championships,8-Apr-23,,5000 Meters,AARTFC,Men,11
22,"Chen, Jeffrey",FR-1,NYU,14:58,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Men,11
23,"Smith, Jared",SO-2,Brockport St.,15:01,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
24,"Skutt, Michael",SO-2,St. Lawrence,15:02,,,University of Vermont Quad TF Meet,8-Apr-23,,5000 Meters,AARTFC,Men,11
25,"Patterson, Tim",SO-2,St. Vincent (Pa.),15:02,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
26,"Zavala, Jonathan",SO-2,Brockport St.,15:03,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Men,11
27,"Anderson, Davis",FR-1,Vassar,15:03,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Men,11
28,"Kressly, Thomas",SO-2,Brockport St.,15:04,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Men,11
29,"Rowley, Stephen",SO-2,Misericordia,15:04,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
30,"Oiler, Connor",FR-1,Johns Hopkins,15:04,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
31,"Archer, Adrian",FR-1,Johns Hopkins,15:05,,,George Mason Ebanks Invitational,7-Apr-23,,5000 Meters,AARTFC,Men,11
32,"Suflita, Paul",SR-4,Brockport St.,15:06,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Men,11
33,"Schindler, Hayden",JR-3,Stevenson,15:06,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
34,"Myers, Andrew",SO-2,Johns Hopkins,15:07,,,George Mason Ebanks Invitational,7-Apr-23,,5000 Meters,AARTFC,Men,11
35,"Spergel, Zach",JR-3,Rochester,15:08,,,Duke Invitational,6-Apr-23,,5000 Meters,AARTFC,Men,11
36,"Eissa, Hassan",SR-4,RIT,15:09,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Men,11
37,"Hall, William",SO-2,SUNY Geneseo,15:09,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Men,11
38,"Gaitanis, Nick",JR-3,Rochester,15:09,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Men,11
39,"Vayda, Christopher",SR-4,Springfield,15:10,,,Springfield College Classic,8-Apr-23,,5000 Meters,AARTFC,Men,11
40,"Abushanab, Adam",JR-3,Rutgers-Newark,15:12,,,2023 TCNJ Invitational,8-Apr-23,,5000 Meters,AARTFC,Men,11
41,"Bierman, Jonthomas",JR-3,Oneonta,15:15,,,2023 Jim Taylor Invite,24-Mar-23,,5000 Meters,AARTFC,Men,11
42,"Santacoloma, Matt",SR-4,DeSales,15:16,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Men,11
43,"Chang, Kai",FR-1,Vassar,15:16,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Men,11
44,"Rhinehart, Trey",SO-2,Misericordia,15:16,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
45,"Cassidy, Rowan",FR-1,Johns Hopkins,15:16,,,George Mason Ebanks Invitational,7-Apr-23,,5000 Meters,AARTFC,Men,11
46,"Gowdy, George",SO-2,St. Lawrence,15:16,,,University of Vermont Quad TF Meet,8-Apr-23,,5000 Meters,AARTFC,Men,11
47,"Lee, Thomas",SO-2,Marywood,15:17,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
48,"Ryder, Bryce",SO-2,Marywood,15:18,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Men,11
49,"Nowak, Zachary",SR-4,Carnegie Mellon,15:18,,,Westminster Invitational 2023,8-Apr-23,,5000 Meters,AARTFC,Men,11
50,"Richardson, Matthew",JR-3,TCNJ,15:19,,,2023 TCNJ Invitational,8-Apr-23,,5000 Meters,AARTFC,Men,11
51,"Srivastava, Shaurya",FR-1,NYU,15:20,,,2023 Colonial Relays,30-Mar-23,,5000 Meters,AARTFC,Men,11
1,"Hirschkind, Rachel",JR-3,SUNY Geneseo,16:49,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
2,"Stephenson, Sara",JR-3,Johns Hopkins,16:57,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
3,"Richardson, Grace",SR-4,NYU,17:05,,,Larry Ellis Invitational 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
4,"Kane, Vivian",FR-1,NYU,17:10,,,2023 Colonial Relays,30-Mar-23,,5000 Meters,AARTFC,Women,12
5,"McCarey, Kathleen",JR-3,SUNY Geneseo,17:11,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Women,12
6,"Greene, Penelope",SO-2,SUNY Geneseo,17:12,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
7,"Hoffmann, Jessica",SR-4,Scranton,17:15,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
8,"Pardew, Isabelle",SR-4,Stevenson,17:16,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
9,"Ardner, Windsor",JR-3,SUNY Geneseo,17:22,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
10,"Eivers, Erin",JR-3,SUNY Geneseo,17:23,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
11,"Hogan, Marcie",JR-3,SUNY Geneseo,17:26,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
12,"Fowler-Conner, Lilly",SO-2,SUNY Geneseo,17:27,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
13,"McCarthy, Gabriella",SO-2,SUNY Geneseo,17:27,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
14,"Doody, Sierra",FR-1,SUNY Geneseo,17:32,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
15,"Roy, Triya",SO-2,Johns Hopkins,17:33,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
16,"Haley, Leah",SR-4,NYU,17:35,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
17,"Devries, Sarah",JR-3,Misericordia,17:36,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
18,"Flower, Kerry",JR-3,Brockport St.,17:40,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
19,"Stockman, Augusta",SR-4,Vassar,17:41,,,Vassar April Invitational 2023,7-Apr-23,,5000 Meters,AARTFC,Women,12
20,"Gladden, Stella",FR-1,NYU,17:50,,,2023 Colonial Relays,30-Mar-23,,5000 Meters,AARTFC,Women,12
21,"Gott, Lucy",FR-1,NYU,17:52,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
22,"Brotherton, Cooper",FR-1,Johns Hopkins,17:54,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
23,"Vogel, Katherine",SO-2,SUNY Geneseo,17:56,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Women,12
24,"Bunke, Lauren",JR-3,Lebanon Valley,17:58,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Women,12
25,"Conhoff, Rachel",JR-3,Ursinus,17:58,,,Ursinus College Outdoor Invitational,25-Mar-23,,5000 Meters,AARTFC,Women,12
26,"Palumbo, Emma",SO-2,St. Lawrence,17:59,,,Saints Ice Broken Open,1-Apr-23,,5000 Meters,AARTFC,Women,12
27,"Burrichter, Amanda",FR-1,Houghton,18:01,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
28,"Hoffman, Alyssa",SO-2,Carnegie Mellon,18:02,,,Westminster Invitational 2023,8-Apr-23,,5000 Meters,AARTFC,Women,12
29,"O'Hehir, Caitlin",SR-4,Johns Hopkins,18:02,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
30,"Grossman, Kaitlyn",SO-2,SUNY Geneseo,18:04,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Women,12
31,"Gaston, Cera",JR-3,Alvernia,18:06,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
32,"Coolican, Haylei",JR-3,St. Lawrence,18:06,,,Saints Ice Broken Open,1-Apr-23,,5000 Meters,AARTFC,Women,12
33,"Smith, Amelia",SR-4,DeSales,18:07,,,Dr. Jack M. Toms Alumni Invitational,24-Mar-23,,5000 Meters,AARTFC,Women,12
34,"Turner, Sennett",JR-3,Rochester,18:09,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Women,12
35,"Chambers, Holly",JR-3,Ursinus,18:13,,,Ursinus College Outdoor Invitational,25-Mar-23,,5000 Meters,AARTFC,Women,12
36,"Watson, Olivia",JR-3,St. Lawrence,18:14,,,Saints Ice Broken Open,1-Apr-23,,5000 Meters,AARTFC,Women,12
37,"Gallagher, Grace",FR-1,Misericordia,18:14,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
38,"Hanning, Lilianna",JR-3,Nazareth,18:18,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
39,"Hopkins, Emily",FR-1,Scranton,18:18,,,2023 Jim Taylor Invite,24-Mar-23,,5000 Meters,AARTFC,Women,12
40,"Pattington, Noni",SO-2,Vassar,18:19,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
41,"McKenna, Lauryn",SO-2,Carnegie Mellon,18:20,,,Westminster Invitational 2023,8-Apr-23,,5000 Meters,AARTFC,Women,12
42,"Sheehy, Katherine",JR-3,St. Lawrence,18:21,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
43,"Cooper, Janie",FR-1,NYU,18:24,,,2023 Colonial Relays,30-Mar-23,,5000 Meters,AARTFC,Women,12
44,"Carr, Savanna",SR-4,PSU-Behrend,18:27,,,2023 Mount Union John Homon Open,6-Apr-23,,5000 Meters,AARTFC,Women,12
45,"Brennan, Ann",FR-1,SUNY Geneseo,18:27,,,Geneseo Early Season Invitational,2-Apr-23,,5000 Meters,AARTFC,Women,12
46,"Francoeur, Megan",JR-3,Oneonta,18:28,,,2023 Hamilton College Continental Invitational,1-Apr-23,,5000 Meters,AARTFC,Women,12
47,"Cheng, Katherine",SO-2,NYU,18:29,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
48,"Nola, Olivia",SO-2,PSU-Behrend,18:30,,,Dave Labor Invitational,31-Mar-23,,5000 Meters,AARTFC,Women,12
49,"Bartholomew, Coyla",FR-1,Lebanon Valley,18:30,,,2023 Danny Curran Invitational,30-Mar-23,,5000 Meters,AARTFC,Women,12
50,"Domaracki, Rachel",SO-2,Houghton,18:30,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
51,"Sekhar, Daniela",FR-1,NYU,18:35,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
52,"Warmack, Anna",JR-3,Johns Hopkins,18:35,,,George Mason Ebanks Invitational,7-Apr-23,,5000 Meters,AARTFC,Women,12
53,"Fitzgibbon, Melissa",SR-4,Elizabethtown,18:36,,,York College Twilight Meet,5-Apr-23,,5000 Meters,AARTFC,Women,12
54,"Goode, Jessica",FR-1,Ithaca,18:37,,,Muhlenberg Outdoor Invitational,1-Apr-23,,5000 Meters,AARTFC,Women,12
55,"Diaz, Isis",FR-1,Johns Hopkins,18:38,,,2023 Colonial Relays,30-Mar-23,,5000 Meters,AARTFC,Women,12
56,"Tracey, Khalifah",JR-3,Cortland St.,18:39,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
57,"Jones, Katherine",SO-2,Misericordia,18:39,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
58,"Mueller-Hickler, Anika",FR-1,Vassar,18:39,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
59,"Marin, Hannah",SR-4,NYU,18:40,,,SILFEN INVITATIONAL 2023,14-Apr-23,,5000 Meters,AARTFC,Women,12
60,"Brennan, Lauren",SO-2,St. Vincent (Pa.),18:41,,,Grove City College Mini Invita,5-Apr-23,,5000 Meters,AARTFC,Women,12
61,"Harris, Taylor",FR-1,Hamilton,18:42,,,27th Annual Monmouth University Track & Field Season Opener,24-Mar-23,,5000 Meters,AARTFC,Women,12
62,"Flanagan, Greta",SO-2,SUNY Geneseo,18:42,,,RIT Invitational,8-Apr-23,,5000 Meters,AARTFC,Women,12
63,"Martin, Adrienne",JR-3,Cortland St.,18:43,,,Bison Outdoor Classic,14-Apr-23,,5000 Meters,AARTFC,Women,12
64,"James, Abigail",SO-2,Misericordia,18:44,,,Misericordia Twilight 2023,4-Apr-23,,5000 Meters,AARTFC,Women,12
65,"Tompkins, Avery",SO-2,Carnegie Mellon,18:44,,,Westminster Invitational 2023,8-Apr-23,,5000 Meters,AARTFC,Women,12
66,"Grubb, Samantha",JR-3,Ursinus,18:45,,,Ursinus College Outdoor Invitational,25-Mar-23,,5000 Meters,AARTFC,Women,12
1,"Suflita, Paul",SR-4,Brockport St.,30:48:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
2,"Griffin, Noah",JR-3,Lebanon Valley,30:55:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
3,"Flear, Thomas",SO-2,Widener,30:59:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
4,"Hall, William",SO-2,SUNY Geneseo,30:59:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
5,"Hasan, Aidin",SO-2,NYU,31:06:00,,,2023 Colonial Relays,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
6,"Vayda, Christopher",JR-3,Springfield,31:13:00,,,SILFEN INVITATIONAL 2023,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
7,"Rowley, Stephen",SO-2,Misericordia,31:16:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
8,"Santacoloma, Matt",SR-4,DeSales,31:18:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
9,"Vostenak, Shane",SO-2,Rowan,31:26:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
10,"Carolan, Patrick",SR-4,Widener,31:28:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
11,"Hajel, Nathan",SO-2,Moravian,31:30:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
12,"Cziryak, Noah",JR-3,Rowan,31:33:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
13,"Winters-Bona, Gabriel",JR-3,Brockport St.,31:37:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
14,"Millar, David",JR-3,Widener,31:38:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
15,"Murphy, Charlie",JR-3,Carnegie Mellon,31:42:00,,,Washington & Lee Carnival,17-Mar-23,,"10,000 Meters",AARTFC,Men,13
16,"Gaitanis, Nick",JR-3,Rochester,31:46:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
17,"Skutt, Michael",SO-2,St. Lawrence,31:47:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
18,"Concannon, Liam",JR-3,Stevens,31:53:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
19,"Harrell, Andrew",SR-4,Hamilton,32:11:00,,,SILFEN INVITATIONAL 2023,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
20,"Conway, Matthew",SO-2,Rowan,32:13:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
21,"Hillyard, Alex",SO-2,SUNY Geneseo,32:15:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
22,"Yalamanchili, Vishal",SO-2,Rochester,32:16:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
23,"Berger, Jordan",JR-3,Lebanon Valley,32:23:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
24,"Manidis, Nick",JR-3,DeSales,32:24:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
25,"McClary, Dillon",SO-2,SUNY Geneseo,32:27:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
26,"Bowers, Nathan",SR-4,Nazareth,32:27:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
27,"Heraty, Jack",SO-2,SUNY Geneseo,32:27:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
28,"Shulman, Ryan",FR-1,Misericordia,32:30:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
29,"Thang, Justin",SO-2,SUNY Geneseo,32:31:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
30,"Reimann, Matt",JR-3,Nazareth,32:33:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
31,"DeRosa, John",SR-4,Springfield,32:34:00,,,SILFEN INVITATIONAL 2023,14-Apr-23,,"10,000 Meters",AARTFC,Men,13
32,"Kasper, Caleb",SO-2,Houghton,32:36:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
33,"Brockway, Michael",JR-3,Plattsburgh St.,32:36:00,,,Cortland Red Dragon Open,8-Apr-23,,"10,000 Meters",AARTFC,Men,13
34,"Wilson, Charlie",SO-2,SUNY Geneseo,32:37:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
35,"Andrews, Nick",JR-3,SUNY Geneseo,32:37:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Men,13
36,"Davis, RJ",SO-2,Cortland St.,32:43:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Men,13
37,"Gingrich, Christian",JR-3,Elizabethtown,32:43:00,,,2023 Jim Taylor Invite,24-Mar-23,,"10,000 Meters",AARTFC,Men,13
1,"McCarey, Kathleen",JR-3,SUNY Geneseo,35:43:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
2,"Francoeur, Megan",JR-3,Oneonta,36:34:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
3,"Turner, Sennett",JR-3,Rochester,36:45:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
4,"Flower, Kerry",JR-3,Brockport St.,36:49:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
5,"Straub, Milana",SO-2,Marywood,37:05:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Women,14
6,"Fowler , Ava",JR-3,Ithaca,37:39:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
7,"Vogel, Katherine",SO-2,SUNY Geneseo,37:59:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
8,"James, Abigail",SO-2,Misericordia,38:16:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Women,14
9,"Watson, Olivia",JR-3,St. Lawrence,38:22:00,,,Bison Outdoor Classic,14-Apr-23,,"10,000 Meters",AARTFC,Women,14
10,"Pardew, Isabelle",SR-4,Stevenson,38:33:00,,,Blue & Gold Goucher Classic,24-Mar-23,,"10,000 Meters",AARTFC,Women,14
11,"Domaracki, Rachel",SO-2,Houghton,38:37:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
12,"DeMichele, Lauren",JR-3,St. John Fisher,39:12:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
13,"Ventresca, Alexandra",SO-2,SUNY Geneseo,39:20:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
14,"Hanning, Lilianna",JR-3,Nazareth,39:24:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
15,"Szygalowicz, Veronica",SO-2,SUNY Geneseo,39:25:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
16,"Jones, Katherine",SO-2,Misericordia,39:26:00,,,2023 Danny Curran Invitational,30-Mar-23,,"10,000 Meters",AARTFC,Women,14
17,"Ingellis, Elizabeth",SO-2,Sage,39:30:00,,,Utica Pioneer Spring Invite,7-Apr-23,,"10,000 Meters",AARTFC,Women,14
18,"McGee, Brigid",JR-3,St. John Fisher,39:37:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
19,"Flanagan, Greta",SO-2,SUNY Geneseo,39:44:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
20,"Marin, Hannah",SR-4,NYU,39:46:00,,,2023 Colonial Relays,30-Mar-23,,"10,000 Meters",AARTFC,Women,14
21,"Clem, Kierstin",JR-3,Stockton,39:55:00,,,Ramapo College Track & Field Invitational,31-Mar-23,,"10,000 Meters",AARTFC,Women,14
22,"Witt, Laura",JR-3,St. John Fisher,40:12:00,,,Geneseo Early Season Invitational,2-Apr-23,,"10,000 Meters",AARTFC,Women,14
23,"Prince, Kristen",FR-1,St. Vincent (Pa.),40:19:00,,,Bethany Invitational,25-Mar-23,,"10,000 Meters",AARTFC,Women,14
24,"Garrity, Meredith",JR-3,Ithaca,40:21:00,,,Doc Jopson Track & Field Invitational,25-Mar-23,,"10,000 Meters",AARTFC,Women,14
25,"Kennedy, Guinevere",FR-1,Stockton,40:28:00,,,Ramapo College Track & Field Invitational,31-Mar-23,,"10,000 Meters",AARTFC,Women,14
1,"Sawyer, Natalia",FR-1,Buffalo State,14.03,,,Bison Outdoor Classic,14-Apr-23,-1.1,100 Hurdles,AARTFC,Women,15
1,"Mathews, Laura",JR-3,Stevens,14.03,,,Larry Ellis Invitational 2023,14-Apr-23,1,100 Hurdles,AARTFC,Women,15
3,"Yoder, Chloe",JR-3,Susquehanna,14.05,,,2023 Susquehanna Easter Invite,8-Apr-23,3.6,100 Hurdles,AARTFC,Women,15
4,"Bruce, Logan",SR-4,Ithaca,14.14,,,Muhlenberg Outdoor Invitational,1-Apr-23,3,100 Hurdles,AARTFC,Women,15
5,"Purritano, Victoria",SR-4,TCNJ,14.36,,,Larry Ellis Invitational 2023,14-Apr-23,0.9,100 Hurdles,AARTFC,Women,15
6,"Barre, Elizabeth",SR-4,Carnegie Mellon,14.44,,,Dave Labor Invitational,31-Mar-23,8.8,100 Hurdles,AARTFC,Women,15
7,"Franz, Ciarra",SO-2,St. John Fisher,14.49,,,Geneseo Early Season Invitational,2-Apr-23,4.7,100 Hurdles,AARTFC,Women,15
8,"Bruncaj, Eliza",SO-2,TCNJ,14.53,,,2023 Messiah Multi/Invitational,13-Apr-23,1.2,100 Hurdles,AARTFC,Women,15
9,"Pena, Julia",JR-3,York (Pa.),14.59,,,2023 Danny Curran Invitational,30-Mar-23,0.1,100 Hurdles,AARTFC,Women,15
9,"Shepardson, Gwen",SR-4,SUNY Geneseo,14.59,,,Brockport Multi & Invitational,14-Apr-23,2.1,100 Hurdles,AARTFC,Women,15
11,"Alderfer, Hannah",SO-2,Susquehanna,14.91,,,2023 Susquehanna Easter Invite,8-Apr-23,3.6,100 Hurdles,AARTFC,Women,15
12,"Heffernan, Ashley",JR-3,Rochester,14.96,,,Brockport Multi & Invitational,14-Apr-23,2.2,100 Hurdles,AARTFC,Women,15
13,"Notarianni, Nicole",SR-4,Rowan,15.1,,,Washington & Lee Carnival,17-Mar-23,3.5,100 Hurdles,AARTFC,Women,15
14,"Dennis, Jahmilia",FR-1,Vassar,15.12,,,Vassar April Invitational 2023,7-Apr-23,0.7,100 Hurdles,AARTFC,Women,15
15,"Nnate, Ejim",JR-3,Oneonta,15.24,,,Bison Outdoor Classic,14-Apr-23,-1.1,100 Hurdles,AARTFC,Women,15
16,"Kadiri, Victoria",SO-2,Johns Hopkins,15.28,,,Bison Outdoor Classic,14-Apr-23,-2.2,100 Hurdles,AARTFC,Women,15
